Index,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,location_url
720,Chiwoo Chinese @ Urban Chouk,['Food Court'],https://www.zomato.com/ahmedabad/chiwoo-chinese-@-urban-chouk-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9, Near Zydus Hosital Cross Road, S.G Road, Thaltej, Ahmedabad",Ahmedabad,"Urban Chowk, Thaltej",,"Urban Chowk, Thaltej, Ahmedabad",Chinese,6 PM to 12 Midnight,400,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg']",3.4,Average,42,https://www.google.com/maps/search/?api=1&query=Chiwoo%20Chinese%20%40%20Urban%20Chouk%2C%209%2C%20Near%20Zydus%20Hosital%20Cross%20Road%2C%20S.G%20Road%2C%20Thaltej%2C%20Ahmedabad
721,Plate It @Urban Chowk,['Food Court'],https://www.zomato.com/ahmedabad/plate-it-@urban-chowk-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19/20, Near Zydus Hosital Cross Road, S.G Road, Thaltej, Ahmedabad",Ahmedabad,"Urban Chowk, Thaltej",,"Urban Chowk, Thaltej, Ahmedabad",Italian,4 PM to 12 Midnight,450,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg']",3.7,Good,52,https://www.google.com/maps/search/?api=1&query=Plate%20It%20%40Urban%20Chowk%2C%2019/20%2C%20Near%20Zydus%20Hosital%20Cross%20Road%2C%20S.G%20Road%2C%20Thaltej%2C%20Ahmedabad
722,Maratha Express @Urban Chowk,['Food Court'],https://www.zomato.com/ahmedabad/maratha-express-@urban-chowk-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A-5, Ground Floor, Sun Star Complex ( Narottam Park Society - 1 ), Sattadhar X Road, Ghatlodia, Thaltej, Ahmedabad",Ahmedabad,"Urban Chowk, Thaltej",380061,"Urban Chowk, Thaltej, Ahmedabad",Maharashtrian,11 AM to 11:15 PM,200,1,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Pure Veg', 'Outdoor Seating']",3.4,Average,29,https://www.google.com/maps/search/?api=1&query=Maratha%20Express%20%40Urban%20Chowk%2C%20A-5%2C%20Ground%20Floor%2C%20Sun%20Star%20Complex%20%28%20Narottam%20Park%20Society%20-%201%20%29%2C%20Sattadhar%20X%20Road%2C%20Ghatlodia%2C%20Thaltej%2C%20Ahmedabad
723,Nanking Express,['Food Court'],https://www.zomato.com/ahmedabad/nanking-express-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"One Mall, 8, Alpha, Near Vastrapur Lake, Vastrapur, Ahmedabad",Ahmedabad,"Ahmedabad One Mall, Vastrapur",,"Ahmedabad One Mall, Vastrapur, Ahmedabad",Chinese,11 AM to 10:30 PM,300,1,"['Dinner', 'Mall Parking', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Halal']",2.9,Average,27,https://www.google.com/maps/search/?api=1&query=Nanking%20Express%2C%20One%20Mall%2C%208%2C%20Alpha%2C%20Near%20Vastrapur%20Lake%2C%20Vastrapur%2C%20Ahmedabad
724,Fat Boys,['Food Court'],https://www.zomato.com/ahmedabad/fat-boys-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Opposite Gotila Auda Garden, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Pizza, Fast Food",7 PM to 12 Midnight,600,2,"['Delivery', 'Dinner', 'Takeaway Available', 'Cash', 'Outdoor Seating', 'Pure Veg', 'Self Service']",3.5,Good,24,https://www.google.com/maps/search/?api=1&query=Fat%20Boys%2C%20SBR%20Social%2C%20Opposite%20Gotila%20Auda%20Garden%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
725,Fondue Nation,['Food Court'],https://www.zomato.com/ahmedabad/fondue-nation-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",Fast Food,6 PM to 12 Midnight,500,2,"['Delivery', 'Dinner', 'Takeaway Available', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.8,Good,20,https://www.google.com/maps/search/?api=1&query=Fondue%20Nation%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
726,Dosa Express @Urban Chowk,['Food Court'],https://www.zomato.com/ahmedabad/dosa-express-@urban-chowk-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10, Urban Chowk, Near Zydus Hospital Cross Road, S.G Road, Thaltej, Ahmedabad",Ahmedabad,"Urban Chowk, Thaltej",,"Urban Chowk, Thaltej, Ahmedabad",South Indian,11 AM to 11 PM,350,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg']",3.3,Average,21,https://www.google.com/maps/search/?api=1&query=Dosa%20Express%20%40Urban%20Chowk%2C%2010%2C%20Urban%20Chowk%2C%20Near%20Zydus%20Hospital%20Cross%20Road%2C%20S.G%20Road%2C%20Thaltej%2C%20Ahmedabad
727,Maharaja Dosa,['Food Court'],https://www.zomato.com/ahmedabad/maharaja-dosa-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",South Indian,7 PM to 12 Midnight,450,2,"['Delivery', 'Cash', 'Takeaway Available', 'Dinner', 'Outdoor Seating', 'Pure Veg', 'Self Service', 'Digital Payments Accepted']",3.4,Average,14,https://www.google.com/maps/search/?api=1&query=Maharaja%20Dosa%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
728,Aarya's Grill,['Food Court'],https://www.zomato.com/ahmedabad/aaryas-grill-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Sandwich, Fast Food, Mexican",7 PM to 12 Midnight,350,2,"['Delivery', 'Cash', 'Takeaway Available', 'Dinner', 'Outdoor Seating', 'Pure Veg', 'Self Service', 'Digital Payments Accepted']",3.4,Average,12,https://www.google.com/maps/search/?api=1&query=Aarya%27s%20Grill%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
729,Jasuben Shah Old Pizza,['Food Court'],https://www.zomato.com/ahmedabad/jasuben-shah-old-pizza-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Pizza, Fast Food",7 PM to 12 Midnight,300,1,"['Delivery', 'Cash', 'Takeaway Available', 'Dinner', 'Outdoor Seating', 'Pure Veg', 'Self Service', 'Digital Payments Accepted']",2.7,Average,19,https://www.google.com/maps/search/?api=1&query=Jasuben%20Shah%20Old%20Pizza%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
730,Nachos N More,['Food Court'],https://www.zomato.com/ahmedabad/nachos-n-more-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Stall 11, SBR Social, Opposite Gotila Auda Garden, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Mexican, Fast Food",7 PM to 12 Midnight,350,2,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",3.3,Average,11,https://www.google.com/maps/search/?api=1&query=Nachos%20N%20More%2C%20Stall%2011%2C%20SBR%20Social%2C%20Opposite%20Gotila%20Auda%20Garden%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
731,Tibbs Frankie @Urban Chowk,['Food Court'],https://www.zomato.com/ahmedabad/tibbs-frankie-@urban-chowk-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Urban Chowk, Near Zydus Hospital, S.G. Highway, Thaltej, Ahmedabad",Ahmedabad,"Urban Chowk, Thaltej",,"Urban Chowk, Thaltej, Ahmedabad",Fast Food,5:30 PM to 12 Midnight,300,1,"['Dinner', 'Cash', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Lunch', 'Pure Veg', 'Outdoor Seating']",3.1,Average,14,https://www.google.com/maps/search/?api=1&query=Tibbs%20Frankie%20%40Urban%20Chowk%2C%20Urban%20Chowk%2C%20Near%20Zydus%20Hospital%2C%20S.G.%20Highway%2C%20Thaltej%2C%20Ahmedabad
732,Eggsplore,['Food Court'],https://www.zomato.com/ahmedabad/eggsplore-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fs 7, Food Court Alpha One Mall, Sarkari Vastrapur, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad",Fast Food,10 AM to 10 PM,400,2,"['Cash', 'Debit Card', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",3.3,Average,9,https://www.google.com/maps/search/?api=1&query=Eggsplore%2C%20Fs%207%2C%20Food%20Court%20Alpha%20One%20Mall%2C%20Sarkari%20Vastrapur%2C%20Vastrapur%2C%20Ahmedabad
733,Social Lounge,['Food Court'],https://www.zomato.com/ahmedabad/social-lounge-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Fast Food, Beverages",7 PM to 12 Midnight,450,2,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",3.1,Average,4,https://www.google.com/maps/search/?api=1&query=Social%20Lounge%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
734,Mahalaxmi Bhaji Pav,['Food Court'],https://www.zomato.com/ahmedabad/mahalaxmi-bhaji-pav-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Opposite Gotila Auda Garden, Sindhu Bhavan Road, Thaltej, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Street Food, Fast Food",7 PM to 12 Midnight,300,1,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Serves Jain Food', 'Pure Veg']",3.2,Average,12,https://www.google.com/maps/search/?api=1&query=Mahalaxmi%20Bhaji%20Pav%2C%20SBR%20Social%2C%20Opposite%20Gotila%20Auda%20Garden%2C%20Sindhu%20Bhavan%20Road%2C%20Thaltej%2C%20Bodakdev%2C%20Ahmedabad
735,Tandoori Sizzle,['Food Court'],https://www.zomato.com/ahmedabad/tandoori-sizzle-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","North Indian, Fast Food",7 PM to 12 Midnight,450,2,"['Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",3.3,Average,11,https://www.google.com/maps/search/?api=1&query=Tandoori%20Sizzle%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
736,Ashapura Bhajipav Corner,['Food Court'],https://www.zomato.com/ahmedabad/ashapura-bhajipav-corner-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ahmedabad Food Park, Opposite D-Mart, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,,"Chandkheda, Ahmedabad",Street Food,7 PM to 11 PM,200,1,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Pure Veg']",3.2,Average,13,https://www.google.com/maps/search/?api=1&query=Ashapura%20Bhajipav%20Corner%2C%20Ahmedabad%20Food%20Park%2C%20Opposite%20D-Mart%2C%20Chandkheda%2C%20Ahmedabad
737,Belgians Waffle,['Food Court'],https://www.zomato.com/ahmedabad/belgians-waffle-1-adalaj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Highway Food Court, Opposite Vaishnodevi Mandir, Sarkhej - Gandhinagar Highway, Adalaj, Ahmedabad",Ahmedabad,"Highway Food Court, Adalaj",,"Highway Food Court, Adalaj, Ahmedabad",Desserts,6pm - 1am (Sen-Min),300,1,"['Delivery', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted', 'Desserts and Bakes']",0.0,Not rated,3,https://www.google.com/maps/search/?api=1&query=Belgians%20Waffle%2C%20Highway%20Food%20Court%2C%20Opposite%20Vaishnodevi%20Mandir%2C%20Sarkhej%20-%20Gandhinagar%20Highway%2C%20Adalaj%2C%20Ahmedabad
738,Momoman,['Food Court'],https://www.zomato.com/ahmedabad/momoman-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Opposite Gotila Garden, PRL Colony, Sindhubhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Chinese, Momos",11 AM to 3 AM,300,1,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted']",3.2,Average,5,https://www.google.com/maps/search/?api=1&query=Momoman%2C%20SBR%20Social%2C%20Opposite%20Gotila%20Garden%2C%20PRL%20Colony%2C%20Sindhubhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
739,Just Live,['Food Court'],https://www.zomato.com/ahmedabad/just-live-1-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Mexican, Italian",6:30 PM to 12 Midnight,600,2,"['Dinner', 'Cash', 'Takeaway Available', 'Delivery', 'Lunch', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",3.3,Average,10,https://www.google.com/maps/search/?api=1&query=Just%20Live%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
740,Vintage Food,['Food Court'],https://www.zomato.com/ahmedabad/vintage-food-adalaj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Highway Food Court, Opposite Vaishnodevi Mandir, Sarkhej Gandhinagar Highway, Adalaj, Ahmedabad",Ahmedabad,"Highway Food Court, Adalaj",,"Highway Food Court, Adalaj, Ahmedabad","North Indian, Chinese, Fast Food, Mexican",6 PM to 3:30 AM,700,2,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",0.0,Not rated,2,https://www.google.com/maps/search/?api=1&query=Vintage%20Food%2C%20Highway%20Food%20Court%2C%20Opposite%20Vaishnodevi%20Mandir%2C%20Sarkhej%20Gandhinagar%20Highway%2C%20Adalaj%2C%20Ahmedabad
741,Dhabagiri,['Food Court'],https://www.zomato.com/ahmedabad/dhabagiri-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"17/18, Urban Chowk, Near Zydus Hospital Cross Road, S G Road, Thaltej, Ahmedabad",Ahmedabad,"Urban Chowk, Thaltej",,"Urban Chowk, Thaltej, Ahmedabad","North Indian, Street Food",6 PM to 12 Midnight,600,2,"['Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Digital Payments Accepted', 'Outdoor Seating', 'Pure Veg']",3.1,Average,5,https://www.google.com/maps/search/?api=1&query=Dhabagiri%2C%2017/18%2C%20Urban%20Chowk%2C%20Near%20Zydus%20Hospital%20Cross%20Road%2C%20S%20G%20Road%2C%20Thaltej%2C%20Ahmedabad
742,Mishmash,['Food Court'],https://www.zomato.com/ahmedabad/mishmash-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",Fast Food,7 PM to 12 Midnight,350,2,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",3.2,Average,6,https://www.google.com/maps/search/?api=1&query=Mishmash%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
743,Big Bite Cafe,['Food Court'],https://www.zomato.com/ahmedabad/big-bite-cafe-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Pizza, Fast Food, North Indian",6:30 PM to 12 Midnight,400,2,"['Dinner', 'Cash', 'Delivery', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg', 'Sodexo', 'Digital Payments Accepted', 'Self Service']",3.2,Average,8,https://www.google.com/maps/search/?api=1&query=Big%20Bite%20Cafe%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
744,Ganesh Bhajipav & Pulav,['Food Court'],https://www.zomato.com/ahmedabad/ganesh-bhajipav-pulav-gota?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Main Bazaar, Near Kesar Dairy, SG Highway Road, Gota, Ahmedabad",Ahmedabad,Gota,,"Gota, Ahmedabad",Fast Food,6 PM to 3 AM,200,1,"['Dinner', 'Cash', 'Takeaway Available', 'Delivery', 'Pure Veg', 'Outdoor Seating', 'Digital Payments Accepted']",3.3,Average,9,https://www.google.com/maps/search/?api=1&query=Ganesh%20Bhajipav%20%26%20Pulav%2C%20Main%20Bazaar%2C%20Near%20Kesar%20Dairy%2C%20SG%20Highway%20Road%2C%20Gota%2C%20Ahmedabad
745,Apna Paratha House,['Food Court'],https://www.zomato.com/ahmedabad/apna-paratha-house-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",North Indian,7 PM to 12 Midnight,400,2,"['Takeaway Available', 'Cash', 'Delivery', 'Dinner', 'Outdoor Seating', 'Pure Veg', 'Self Service', 'Digital Payments Accepted']",3.2,Average,7,https://www.google.com/maps/search/?api=1&query=Apna%20Paratha%20House%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
746,Chat On Chaat,['Food Court'],https://www.zomato.com/ahmedabad/chat-on-chaat-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",Street Food,7 PM to 12 Midnight,250,1,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",0.0,Not rated,2,https://www.google.com/maps/search/?api=1&query=Chat%20On%20Chaat%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
747,Rice Cravings,['Food Court'],https://www.zomato.com/ahmedabad/rice-cravings-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Stall 8, Cuisino Royale-The Hunger Street, Opposite Chokidhani, Near Iskcon Crossroads, S.G.Highway, Satellite, Ahmedabad",Ahmedabad,Satellite,380051,"Satellite, Ahmedabad","Chinese, Continental",7pm – 12midnight (Mon-Sun),400,2,"['Takeaway Available', 'Dinner', 'Cash', 'Lunch', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Serves Jain Food']",3.1,Average,6,https://www.google.com/maps/search/?api=1&query=Rice%20Cravings%2C%20Stall%208%2C%20Cuisino%20Royale-The%20Hunger%20Street%2C%20Opposite%20Chokidhani%2C%20Near%20Iskcon%20Crossroads%2C%20S.G.Highway%2C%20Satellite%2C%20Ahmedabad
748,Chattory,['Food Court'],https://www.zomato.com/ahmedabad/chattory-adalaj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Highway Food Court, Opposite Vaishno Devi Circle, S.G Highway, Adalaj, Ahmedabad",Ahmedabad,"Highway Food Court, Adalaj",,"Highway Food Court, Adalaj, Ahmedabad","North Indian, Street Food",1 PM to 11 PM,300,1,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",0.0,Not rated,1,https://www.google.com/maps/search/?api=1&query=Chattory%2C%20Highway%20Food%20Court%2C%20Opposite%20Vaishno%20Devi%20Circle%2C%20S.G%20Highway%2C%20Adalaj%2C%20Ahmedabad
749,Balan Dosa,['Food Court'],https://www.zomato.com/ahmedabad/balan-dosa-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Moreish Food Court, Gulmohar Park Mall, S G Highway, Satellite, Ahmedabad",Ahmedabad,"Gulmohar Park, Satellite",,"Gulmohar Park, Satellite, Ahmedabad","South Indian, Street Food",11 AM to 11 PM,450,2,"['Lunch', 'Mall Parking', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Serves Jain Food', 'Indoor Seating', 'Air Conditioned']",3.1,Average,5,https://www.google.com/maps/search/?api=1&query=Balan%20Dosa%2C%203rd%20Floor%2C%20Moreish%20Food%20Court%2C%20Gulmohar%20Park%20Mall%2C%20S%20G%20Highway%2C%20Satellite%2C%20Ahmedabad
750,Chinese Town,['Food Court'],https://www.zomato.com/ahmedabad/chinese-town-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",Chinese,7 PM to 12 Midnight,400,2,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",2.9,Average,7,https://www.google.com/maps/search/?api=1&query=Chinese%20Town%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
751,The Brownie Club,['Food Court'],https://www.zomato.com/ahmedabad/the-brownie-club-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad",Desserts,7 PM to 12 Midnight,400,2,"['Cash', 'Delivery', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg', 'Digital Payments Accepted', 'Desserts and Bakes']",3.2,Average,4,https://www.google.com/maps/search/?api=1&query=The%20Brownie%20Club%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
752,Hot & Cool Point,['Food Court'],https://www.zomato.com/ahmedabad/hot-cool-point-ranip?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, Food Court, Arved Transcube Plaza, New Ranip Bus Terminal, Ranip, Ahmedabad",Ahmedabad,"Arved Transcube Plaza , Ranip",,"Arved Transcube Plaza , Ranip, Ahmedabad","Fast Food, Beverages",11 AM to 11 PM,300,1,"['Lunch', 'Cash', 'Dinner', 'Takeaway Available', 'Free Parking', 'Pure Veg', 'Outdoor Seating']",0.0,Not rated,2,https://www.google.com/maps/search/?api=1&query=Hot%20%26%20Cool%20Point%2C%203rd%20Floor%2C%20Food%20Court%2C%20Arved%20Transcube%20Plaza%2C%20New%20Ranip%20Bus%20Terminal%2C%20Ranip%2C%20Ahmedabad
753,R & G,['Food Court'],https://www.zomato.com/ahmedabad/r-g-adalaj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Highway Food Court, Opposite Vaishnav Devi Temple, Adalaj, Ahmedabad",Ahmedabad,"Highway Food Court, Adalaj",,"Highway Food Court, Adalaj, Ahmedabad","Thai, Chinese",6 PM to 12 Midnight,650,2,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service', 'Pure Veg']",0.0,Not rated,3,https://www.google.com/maps/search/?api=1&query=R%20%26%20G%2C%20Highway%20Food%20Court%2C%20Opposite%20Vaishnav%20Devi%20Temple%2C%20Adalaj%2C%20Ahmedabad
754,The Chocolate Room,['Food Court'],https://www.zomato.com/ahmedabad/the-chocolate-room-2-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"SBR Social, Beside Sattva Vikas School, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,"SBR Social, Bodakdev",,"SBR Social, Bodakdev, Ahmedabad","Desserts, Beverages",6 PM to 12 Midnight,400,2,"['Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",0.0,Not rated,2,https://www.google.com/maps/search/?api=1&query=The%20Chocolate%20Room%2C%20SBR%20Social%2C%20Beside%20Sattva%20Vikas%20School%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
